vin,sellingprice
2gkaluek7c6276284,18274.37870946975
4t4be46k09r098027,5665.655391044727
1ft8w3dt0deb21420,41065.82772854449
knafe122845051705,1860.37328155232
1g1pe5sb9e7114453,13041.626736673024
3c4pddbg6ct222361,8455.386988014889
km8jn72d05u127017,3840.038487092703
5tfhw5f13cx249936,24090.18746004806
1g1pc5sb7d7144958,8264.586365854026
1gnwkmeg6br194783,23956.529804473634
1g1zd5eb9af288546,6568.861768078597
1j4gw48s44c336467,3966.6677159591054
2melm74w1vx603619,374.40838039769005
knafx4a67e5127187,10689.43908854382
2t1br32e14c264462,4948.14985505352
1g1zd5eu9bf201988,6611.442429422137
kndup131046562894,2432.3561156299875
2g1wf5ek1b1281581,5476.356588811339
2t2gk31u77c011844,13500.659176822892
1ftnf1cf8ekd17420,18568.604417268103
waulc68e63a233402,5630.304725046723
jthgl46f875015124,17279.598689317027
5j6rm3h53cl025176,18240.606079952842
1fahp3fnxbw188972,8227.27223725814
wbabd33424jy97817,4112.527825084073
5uxfe83529l170811,23292.462152652457
jtdktud32ed584445,12483.510645063207
1g8aj55f77z187488,4782.072960972515
2c4rdgcg0cr204451,10655.328072428667
1n4aa5apxec438000,17393.821067614077
19uua9f55ca002462,20455.841402159458
jn1cv6el0am150112,16129.580598415823
1fahp3n26cl476501,8299.991628438187
jn8af5mv5dt210835,13977.27208864581
1gnsckkc8fr205029,37906.70431863629
wddgf56x08f039121,10682.889563520837
3n1cn7ap6dl876005,8390.052918206597
1n4aa5ap3cc815652,15875.85820309988
3fadp4ej1dm227597,10885.510385000598
2t3bf4dv7bw172688,13791.669615426183
1g11h5sa9df251711,13500.343363667935
3lnhl2jc4ar615582,10007.883055952043
4t1bf32k33u562748,2029.030724097256
1d7hu18d75s323919,8542.936315837513
1b3cc4fb9an189063,6000.883170820631
1gndt13s662358557,3576.5919076619484
wddgf4hb5cr239429,20410.080961532796
km8jt3ab7cu401390,11496.337981761577
1gkev23768j263857,11692.007383202186
jthbf5c24c5176380,22611.0810353946
1hgcg165x2a027836,2302.53373303795
kmhd35le6du156678,14251.492853183085
wbavm1c51dvw41350,27419.211470651335
1c4rjeag7ec144910,25343.13179375294
2d4rn4de8ar496990,6597.452854427264
4t1bf1fk7cu098636,13761.438394437735
wauaf78e26a046795,3444.548441048819
1gkdt13s122106237,930.1952846767654
1n4ba41e66c829787,3886.3073664555013
4t3zk3bb8au024609,15787.91249680328
1fm5k8d83dgb86317,27160.531496131785
1n6ad0ev4ac404087,14903.44639555347
2c3ccabg4eh261658,24228.782796440923
1fafp552x3a196871,367.55781159021717
1gnscbkcxfr160773,34607.573853926646
kmhct5ae1du137471,10254.941582514886
2hges16543h601504,1994.0425741727177
wba3b5g51fns15840,35663.619875598044
3c4pdddg8dt615227,15475.705672475618
jthce1blxd5001563,30872.021779658437
1j8gl58k85w613103,2879.034302112692
3fahp0gaxcr304900,8527.696351451472
1ftnf1cf0ekd48113,18016.605869873674
1fahp2f83eg183230,18979.36395974665
1g1jc6shxd4189457,8162.015098316735
1fmzu73k53uc18137,1685.3786903285654
1fmcu0h92dud56139,18075.097433725692
jm3ke2cy8f0434836,20748.564094469297
1g1zf57579f254408,6347.834899907205
jthbk262982063524,11758.9509000397
3n1bc1cp1al391729,2315.8296175081286
4t1be46k47u032443,8588.827275831849
jn1cv6ap9dm713252,21673.032632936796
jtlkt334264049092,2492.60102205821
4jgdf7ce4da223492,33980.70473546552
wp0ab2a90ds123041,36941.688220635886
2g1wf5e37d1220344,8750.900806109796
1c3cdfbaxdd268356,12134.608907451779
1j4rr4gg4bc555195,16887.846755404735
5j6rm4h55cl021118,15305.982868857329
jm1bl1uf3b1390089,7709.264804981508
1nxbu4ee9az306581,9471.467149797903
3ln6l2gk8er825498,29659.67047806126
kmhcn46cx9u341270,2947.917689296679
1fmjk1h5xbef34161,26339.166349908275
jm1gj1v66e1162487,19316.42075153235
1fafp55s53g166741,2603.297932542433
jhlre4h47bc035761,15852.920681649088
1hgcg56702a023996,3316.252447781244
3vwrt71k66m746558,4109.457617445254
5tfdw5f17cx249548,25570.715749411247
2c4rdgcg8er253237,16508.709211270132
19uua56883a074677,2633.5241100076964
2lmdu68cx8bj05646,14611.36637041328
5n1ar18u67c626356,5042.134637377962
1ftne2ew8eda20173,21698.16158462227
1fahp3gn9bw184524,6806.0097721256225
19xfb2f5xee243381,9529.061520016132
1gtw7fca5e1905770,21589.485943937565
1zvht85h455209305,10972.242255626665
1fafp55u11a128859,858.4970820529907
jthbe1bl6d5001460,31554.679551249195
jm3er2bm7b0405127,14280.649858734234
2c3cdxct1eh315591,22338.090212766627
5xxgn4a7xcg039135,13588.928547310017
1g2zg57bx94117540,2736.1276572929055
3n1ab6ap9al644813,7039.309408325238
jtjbt20x930014425,9423.560226742196
1g6dt57v780164982,11670.751833761531
2fmdk3kc4eba30799,22057.269866188642
2c4rdgbg9dr616368,9691.48875028571
1ft8w3bt5cea27096,33308.95766057519
jthbe96s070016618,12044.520207452197
jtmbk33v085063691,10182.404379075932
3lnhm28t28r660744,5652.202776545005
jtmbd31v275093545,8916.042956383368
1gtek19z26z254627,11050.759776445066
jtebu5jr0a5028050,22512.70509349647
4t1be46k07u044069,5985.0786926369365
5xxgm4a7xeg282238,13678.086665587623
5npdh4ae4eh505402,13399.551367248527
wdbrf40j63f382931,4223.832202861289
5tfhy5f11dx308848,34615.205133374526
1n4aa5ap9bc866393,13133.946540599927
2t3bf4dv6bw173640,15399.475546966347
1n4al3ap6dn429862,14207.896464095922
1c3cdzab4cn136021,9454.585913995992
1fmcu0dg1ckc48030,10774.151756442878
jn8ae2kp0d9068333,19267.051761822106
1mefm50ux2g620409,893.3193489452497
1fmyu031x5ka88199,2634.0230912312727
5npet46c59h535167,5034.104468061395
jn8cs1mw4dm173129,32223.491269385577
1fmcu0gx4eub81474,17816.154728442692
jtdkn3du5d1615796,14414.490859124884
1fm5k8d89dga37233,25522.051734503286
1fmhk8d85cga18738,20472.017400145563
wddng71x07a121188,11901.608154656988
1b3hb48b37d201969,3799.3690375389924
2hgfa16519h369184,4695.169158900742
1gys4kef6br346956,36472.112421418526
1b3cb4ha4ad603024,6035.37872700353
2fmza52256ba56681,3364.074431205874
1n4aa5ap8ec486577,13595.332911687803
2g1wg5e33d1191129,9467.546204276063
2fmdk4jc7dbb48738,21555.936177637803
jn8az1mw3bw182053,16107.67392561995
knafk4a67e5154467,11237.71570653903
wddgf4hb8ea930911,25420.313365630704
19uua8f20ca020058,19691.146447236002
jn8as5mv1cw705624,16770.4645903082
1g1jc6sg3d4231703,8663.189420720788
knaft4a25a5242857,5661.114810730251
wdbtk76g84t024831,2449.5584227221625
wba3a5c55cf345182,26025.54650312211
1c4bjweg5dl655483,29522.422377431016
1gcec29029z162071,14493.51766648394
1c4pjmak6cw120986,10744.181377689785
1fmpu15576lb00788,4467.592107975081
2gnfleek5c6358786,14378.387254877967
2c4rc1cg3er180357,23926.502548787445
2b3ka43r58h326800,2853.6047808041712
1g2zg558964261180,2427.5750361021437
wmwmf73518tt88928,6947.559650651745
kmhhn65f76u206174,3521.2474088214967
2d4gv58205h591407,3432.652592341663
1n4al11d96n405049,4167.067100818262
jf1znaa18d2731233,18433.24428870989
2hgfg1b99ah500776,9431.320389708642
2t2bk1ba3cc153153,27948.24984097794
1ftne2ewxeda19977,21502.675240059507
jn8az1mw8dw313688,15399.53977794469
wmeej3ba0ck553414,6230.012643096104
5j6yh18798l015149,8457.981830133347
2d4rn5dg4br721026,8521.80514111237
1j4gx48s24c385874,6432.659911626564
wbapt735x8cx00895,10421.715164387648
1fbss31l53ha60766,6264.32566624911
2fmhk6c85dbd11442,18194.93151847946
5tftx4gn8dx024805,13282.870210178573
wauhfaflxcn010306,19398.40887791613
kmhgc4dd2du221586,17989.287297624312
2c3ja53g25h678246,2236.1764349262994
1ftyr14u0wta78359,2450.7011570737995
jn1cv6ekxdm923406,26273.563915234023
2fmdk4kc4cba79827,22964.33775243511
1yvhp81a695m35040,6202.170363908604
kmhfh4jgxda233076,17725.60959397886
3fa6p0k99er301400,14941.97491727281
2gnaldek6c1277684,12504.988917748447
4jgcb65e67a056765,7170.598359158547
5j6rm4h33dl071421,17471.30828057682
4a32b3ff9ce023054,8544.085832801888
1gcrkpea0cz276898,13471.344329403593
2a4gp54lx6r781680,2981.5785280770906
5fnrl5h60cb073055,16375.955654152447
1fm5k8d88ega09800,26806.746714572822
1gtw7fca0e1906082,21267.844863083646
1gkek63ux4j159713,5873.571955882469
ja3au86u78u008441,3905.563079298401
1g8al55f66z160145,875.4084557065726
wbaet37465nj89798,8986.306140986631
1g1ak15f177200574,5419.969463482715
1n4al3apxdn440136,14599.663263224302
3d7mx48c36g247655,10011.647107391489
jthkd5bh7c2055355,19416.584416990452
1fm5k8f85fga04570,31549.968199514853
wdbsk75f43f060145,16178.214813990415
1n4aa5ap8ac816289,9192.847727828417
2fmdk4kcxdbb95356,18162.832914879524
5yfbu4ee5dp087012,10310.757210024312
2g4ws52j131114990,1302.4907817930998
1c4rjfcg7cc103273,18573.360275308314
jthbf5c29d5187781,27679.430436917963
2t1bu4ee8cc800628,9042.804042005015
2c4rdgeg2er179133,19071.725639837772
jn8as5mtxew603465,10626.27100680247
5j6re4h71bl067297,15533.342236086877
3fahp0ha3cr291860,9609.443602737216
4jgbf7be5ca781293,28999.99861276534
3g5da03l07s562513,4905.949048409344
1n4bl11d96c251104,5333.864897357905
jthbf5c25c2102810,22355.299535353326
jm1cw2bl8d0149065,12215.304209606926
3tmlu4en7em150625,28665.16619541892
3vwsf71k36m629545,2463.149279866133
wbafu7c58cdu58748,28302.111293873764
3vwbx7aj5bm108602,9797.072609244651
5npdh4ae0fh571222,12526.760575229615
1n4al3ap8en260008,15406.156364791625
1g6ky54911u182876,670.8739983925061
1n4aa5apxbc856004,19328.57424732232
1fafp56u67a191527,2522.0648148144082
jthch96s260017537,15415.948189775452
3fa6p0lu8er308079,18248.848714453066
1n4al2apxcn413527,13647.578417694749
jn8cs1mw3dm173915,29542.570402187674
1ftne2ew4dda54948,20110.138193293053
1ftpw14584ka09953,6721.516040225131
1g1zd5e0xcf385031,10418.98787432604
wbafr7c54cc810649,27898.126730551223
1hgcp2f67ca142264,13294.479423745339
1j4rr5gt4bc603765,21267.900999622096
jtjbt20x350075451,9750.88630436527
1c4njrfb3fd249037,19031.873880330877
1yvhp80c385m20285,4240.255018896227
4m2cn8b77akj08834,7915.918330046049
1hgcp2f32ca079306,12764.388460712098
jthcf5c24b5051415,18861.650579571884
1vwbp7a31dc109607,13167.186610790373
1gnkvgkd4dj194946,20487.014851439242
5fnrl5h43cb013351,17600.667899332126
3fa6p0h94er382314,15825.277559221257
3vwsb69m92m095277,1850.6612949650244
1ftkr1ad0bpb02706,8187.882226528017
1hgcp2f68ca145092,13532.130622496643
wbagl63413dp61945,2187.405670315895
1g11b5sa3df131680,10873.26379172229
1n4al2ap4bc140482,8480.775187967161
1b3el46x14n308491,2477.0408829122425
1n4al11d56n333816,6035.106283747562
wbskg9c55ce797894,38294.48787859138
1n4al3ap7dc912532,15307.581625122995
3gkfk16r1xg529905,1460.4748655468466
wbaxg5c59cdx03671,32773.018215422366
4n2zn16t42d808408,1454.1498837778945
1fmju2a59eef40614,30459.02017274097
3c4pddbg0et211908,15870.299192010243
2t3df4dvxcw191648,21287.99238925524
1ftne24213ha50152,2040.7492581079077
1n4aa5ap5dc830123,20145.76607951474
5gten13e588114084,12670.90838587225
19xfb2f92ce015858,12452.356993888832
3fa6p0h71er243840,15635.270056010071
1g6dm577040113901,3667.3087944292056
1c4hjwfg8dl664400,30396.10523433363
1j4fa39s76p781106,7011.3415226826355
jm1cw2dlxc0141481,15594.433151926694
2hnyd18814h548804,7816.302674713793
jthcf5c22c5057540,22190.97171229552
1c3cdzab6dn607023,9148.327355946465
1gcskse38az100409,18162.242348838983
2t2zk1ba3dc124462,32869.10615123063
1n4al3ap8fn311380,11933.384198155924
jtjht00w923521747,6782.206669146798
1n4al2ap8bc148553,10539.833794231365
3fa6p0luxer308326,17258.49980252928
1g6ds5e33c0100614,17858.417791241336
6g2er57788l127964,7234.6631714408795
kmhec4a43da066396,12466.408109255724
1fmcu9d79ckb22440,12091.079403618434
1ftew1cm0ekd93017,25230.433368380305
2t2bk1ba7cc145833,27516.56279688981
5uxwx5c57blw13582,28076.912466343307
1gnec13t24j223706,9834.98318044542
2c3cdyag7dh604131,18964.157715590813
1c3bcbfg8cn279810,15508.819590804562
wba3a5c55ep601379,34404.63794610628
5tdba23c64s003155,2960.43421634068
knafx4a62e5097239,10469.194051918636
wbabd534x6pl17693,6339.860460348946
wbawb73547p021677,8876.396764695963
3fahp0hg7cr419926,10074.428833022177
4t1bf1fkxeu419703,17122.16620277474
1vwah7a32dc088713,13134.597097439724
wddgf4hb4cr216756,20362.59490730091
jthbn36fx55021972,9815.648152006166
wddgj4hb4cf802891,22192.51338631344
5fnyf3h55db017208,25252.11394715577
3vwrm71kx8m180209,4098.254300709194
5fnyf4h73cb048964,22149.59323603964
1a8hx58p77f544718,7493.683694577558
1n4bu31d9sc101562,1230.8323577743377
3d4pg5fv0at150580,5634.871402660898
1fm5k7b89dga29971,20406.194467879854
1fm5k8d85dgb79417,16629.50245122306
2c4rdgbg9cr146454,4946.176247251435
jtdkdtb36e1574688,16473.71725106286
5npeb4acxch416211,11121.61873217338
1fahp32n49w170273,3482.232360366941
knadm4a36e6394885,11794.111396882452
yv4940dl1e2516909,27200.769257226828
5xyktca62fg600638,21580.41712242888
2c4rdgbgxdr656040,13462.585444732771
1zvbp8em3e5231769,14332.94430818829
5npeb4ac1dh747390,12526.320202750512
sajwa71b06sg49749,5257.914860148612
2c3ccaagxeh232618,18900.539878069063
2g1wf52e749274511,1093.2799627589684
1hgcs1b87ca014624,12523.465763715858
5tdzk3eh7as019760,16089.637993750806
1c3ccbbb1dn545698,10433.09838630056
1gdgg31v061903480,4907.036781935511
jh4cu2f40cc013422,17718.017209027003
1j8gr48k89c543652,13730.121074946492
1gcdt136758206181,6232.850619894922
1g6kd54y35u238468,998.9857219949463
yv1mh682452064955,1162.3835589518494
wa1wkafp8ca038020,25489.1256618896
5xykt3a69cg300963,13915.648583186474
2c3ja53g65h530438,2251.606501716911
jteht05j732043105,8109.741842920833
waujf78kx9n051245,11286.166091208474
wddgf8ab3da803774,25446.239553215786
1fadp3e29dl186382,10312.751768118786
jm1bl1ug8b1901479,10062.498271778633
1g1jc5sh9c4159245,6420.30788603902
1ftfw1ct8ekd55644,34110.92966401237
jtebu11f98k007353,15828.290222121734
2g1fc3d31c9118200,19385.118349075976
1ftpw14524kd61376,9557.172619027804
jn8ar07s4xw366220,3022.098178749711
jhmfa16886s002021,4664.962677586311
jtkjf5c73c3031845,11942.981942988328
1fmdu73w12uc78556,1390.5365465815266
jthbe262062004334,12041.978294595317
1hgcp2f69ca058253,12170.041989313871
1c4rjfag6cc226470,24284.53946842357
1n4dl01axyc220729,712.9082087773622
1n4al3ap9ec420585,16468.799772686823
2t1bu4eexdc088902,12306.120221726165
2hgfa55587h701059,4855.87665587117
3n1ab7ap6el622733,7895.834443329517
1n4al3ap4dc171921,12496.918826742774
3fahp0ja9cr292361,11236.918430009817
wauvt68e03a289215,1540.1819790375412
1ftfw1et2dfb12240,31021.15383916894
jhmgd38617s046608,5036.8042454909055
1g1am15b567709265,7201.838555931458
waubfafl6an051406,17252.461343538896
2g1wg5ek0b1132088,6753.1955499527185
jm1de1ky4c0152251,4940.0674107984305
3fa6p0lu9er308365,18255.859574739105
2g1wt58k489220398,9778.120235216811
jn1cv6ar3cm970942,16932.461855440524
3gtp2ve73dg327408,29070.117181032656
5npdh4ae3dh364031,11626.71769474284
1fmcu9c74ckb32584,7118.91716664349
5n1ar2mm7ec632479,24369.637739041562
wbana53524b848816,3827.1786827269643
kmhdh4ae0du591078,14042.53009170449
jn8dr09y53w837283,5161.515391494536
2g1wf52e049343300,1201.091168036981
1n4al3ap2dn518991,13690.832169137033
2fmdk3kc0eba39029,22699.67614636848
4a4ar5auxde025109,15753.577117445628
4jgbf71e07a277435,13333.451470129457
1c4rjfjt0ec161941,37598.299095178496
kndmg4c73e6543215,15215.155131357027
4t1ca38p94u023493,2488.7270950345955
wbawc73549e068865,17152.398658755224
4t1bd1fk6cu030673,14085.819723267214
2g1wc57m391241018,6627.819701850497
sajea51c64wd55397,2566.331166664635
kmhgc4dd7cu178426,15960.211939638544
2fmdk4jc9cba76004,20373.227528969943
2c4rdgeg7er431698,19379.098684883793
1j4gl48kx3w625200,2566.3485869645865
1j4hr58215c694872,5127.815696195708
1fmeu63e58ua62563,7917.743964180833
5fnrl38727b424521,7097.1466278167245
1g6ab5r33d0144028,18036.131834566266
1d7ha16k68j184239,10472.053685191238
1g1ak52f957602626,2322.514317393625
1d8gt58648w218755,13940.651173718281
1g11c5sl9ef189907,16594.51080155616
5fnyf3h55cb025307,22550.21588521613
1j4gw48n24c120773,5140.384901583161
2b3ka53h37h686434,9961.380742688321
19uua5659xa002897,2223.638093069998
jt2bk12u920040680,2815.086343949273
1g4hd57237u173862,5820.570194070412
2c3ccagt2dh683335,22247.74956450345
5npdh4aexdh321788,12870.65805914384
jn1cv6ar3cm977843,19387.092443857993
3fahp08z47r131014,1807.4402447087596
wauffafl1ba096599,20122.683472655117
1g1pf5scxc7224267,7406.8354458701015
1fadp3f26el185674,9755.07242983104
1n4al2ap0bn461388,8023.847773977892
jn1cv6ap2cm622967,18667.48083598705
wmwrf33517tg17673,7666.330121353264
1ftex1cmxdfa39798,16968.917482531167
1j4gs48k86c217044,6052.20283730178
1gnec13v33j181353,8118.198368856771
3fahp0ha2cr398852,7290.43175668117
3fa6p0h90dr152655,13862.129297902127
1n4al3ap7dc906455,13128.649322543592
jthbk1eg6c2497691,22883.547040084464
wbaam3333xkc58754,1284.1287250145615
5xxgm4a73dg182609,11973.38807042102
3fa6p0h77dr147953,16274.89732765522
jthcf5c28b5050719,20787.63300860657
1fm5k7f85dgb32072,27270.506412510727
2a4rr5d1xar346670,7731.67868766113
5tfnx4cn1bx002480,4914.185558370371
1fm5k8d87egc50750,25825.997946748914
1fmju1h55cef02858,21007.88000648603
1n4al3ap1ec157167,13754.235161669947
3gtp1ve02cg224288,23341.52058016196
3fa6p0k91dr147926,20285.28179021016
3ln6l2gk2er828137,22148.10263030851
wdbuf26j35a689186,6901.129653473738
jn8az1mw3bw181730,15723.23049890329
5gakraed4cj154842,21535.68205255026
4s4brbcc7e3258193,23573.50307702409
1c3cdfaa0dd346418,11237.29395339988
5npec4abxch410087,14899.45208526338
2ftrx17w24ca01622,1644.7585094877086
1g1pc5sb5e7388352,12219.828407966466
kmhcn4ac4bu605337,6997.108542096425
wddgj4hb2df946456,24680.899803236436
2g4ws52j621182099,2857.3926553823367
4t4bf3ek2ar068282,6977.519572801945
3gnfc16008g200289,10723.366337862182
1g1pf5sc9c7123141,8718.011118765033
1gc4k1c84bf188198,34144.29715929671
1fmhk8d88cgb04044,23818.953817077338
1gchg35u841130250,3969.26095421466
4t1bf1fk3eu420353,16347.398067039756
kmhdu4ad1au120345,4132.2908427548555
wauhfafl9en007707,28404.855436884096
1g1je5sbxe4177567,12341.149839112422
1c4njcbb6cd626250,10971.71240840331
1n4al3ap0dn488504,11252.558162117015
1n6af0ly3en104106,20380.46933424786
ja4ad3a3xez019526,18126.843704750245
1nxbr32ex6z726342,4049.713240448813
1ftfw1et8eke40626,27287.061353947785
3ln6l2j97dr825772,22857.747041187817
jtjhy7ax4a4043487,28551.068054875526
2c3cdxbg5ch296724,14883.73035846618
kmhdu46d98u345129,6077.120453752482
kmhcn36c47u039206,2103.667268096571
1n6bd0ct0ac446701,13738.139653014015
1j8ff47w47d278969,8688.438783657853
2gnflnek9d6213977,16706.498395350896
1n4al2ap6cc173940,12570.590077779243
wvgav7ax5cw557624,15061.16109080924
wddgf8bb9br151093,20075.46677471198
2t1burhe2ec145197,13703.30411692292
5uxzv8c55cl425052,36583.89263783468
4f2cz94103km07125,4564.444948778555
1gndv23148d201589,2989.5532722651224
3n1ab6ap8cl743710,10740.366139584832
2d4gp44l56r836085,5179.809806937823
zfbcfach7ez005432,11820.721481640669
1g11c5sa4df210174,14238.892269290083
wbsde93493cf92356,8299.980983556388
1d7hu18n05j577776,8582.28519047992
5uxzv8c50cl423449,30291.359952245686
1fmcu0g94dua54773,13230.392372433094
wbavm1c56dvl64436,28846.598913889586
jnrar07y2xw068040,1338.9810119249487
3gnfk16zx4g256638,7539.663035855393
1gks2ke71er202972,31178.665226332883
1n4aa5ap5bc818356,13834.885249249812
1g2za5e02a4162107,5758.280519063201
wddsj4eb8en039927,26633.757800670624
wbafr9c57bde82246,26126.613849156267
1g1zc5eu6cf168226,7656.993131543776
3fahp07127r135669,7368.745181704509
jn8af5mr0dt206355,14194.35699524361
2gnflgek4d6317613,15958.088341011204
1ftyr14u47pa62983,3146.5433192587443
3fahp07167r268242,2889.568601933719
3fahp0ja6br323614,9132.999299894713
3c4pdcab5dt722691,12057.996831774512
2c3ka53g36h259442,4925.28581885458
1g6dp577870111325,7248.2925925584705
wbalm1c5xce633818,35961.78905266404
1fafp56u27a143975,1318.1792462024132
2g1wb57kx91282523,5572.755281266843
1gndv33188d146487,2666.884813532659
3gnal2ek5ds624027,13079.959469723306
1hgcm826x7a005164,9488.219875881914
5yfbu4ee7cp053023,12221.84780141107
2g1115sl8f9102241,20567.812479724133
waudf98e98a065503,9710.90504912155
ml32a3hj7eh006846,7235.650072919298
2gnaldek8d1183212,16490.76806239812
jnkcv64e49m605537,12955.028487189
19uua76588a047648,9396.59137411676
5j6rm3h72cl011903,20322.89014800683
3gnca13b79s625392,2808.385910858471
1g6kd54y35u145627,2890.3735516851957
3g7da03e62s560251,571.3675677105621
1fafp53u04g130722,1526.9549866480393
1fahp35n39w193281,4722.153490287712
3c63drgl5cg285646,27912.496910606846
3gcek23m39g283237,15621.801461011026
3fahp0ha8cr420725,9580.628519774458
2cnflcew7a6357776,9977.63909326444
3fa6p0hr8dr337732,14552.296428451598
2hgfg3b50eh520607,16259.485956071669
jthbf5c21d5192649,27693.042166882122
4t1be46k49u807083,7813.958608387758
jn1ca21d5vt858757,1167.8617807794253
1hgcp2f46ca060346,11244.228116792025
2t1burhe3ec010360,12963.425633270972
jn8az1mw0cw200560,16825.53287374601
1n4al2ap5cc186839,13995.615449083809
5tdza3eh4ds041240,24443.771140971978
2hgfg21597h707424,5108.228370547177
jhlrm4h75cc004670,21170.04175613392
5npeb4ac8dh680075,11246.571415268443
3fa6p0hr5er171882,16272.262887295496
1ftne14w77da27632,5287.957589562872
jtlze4fe7dj031642,7387.484801393496
2d4rn5d16ar459598,9488.896960310922
1fm5k7f81ega49904,28720.413481458236
wp0ab2a94ds122393,38278.06011842692
4jgbb86ex6a120889,9785.43222035654
1fa6p0h70e5373630,15160.429751958054
1gnec16z92j301542,2356.569144506504
4t1bf1fk4du655486,13498.073720825472
5j8tb1h52ba002750,24934.76796807559
1fmeu63e36ua41983,5998.854293244183
2c4jdgag5cr193432,2797.793904991997
yv1cz852651205569,1853.1705450239533
wba3a5c54df351962,24981.484762952212
wa1cfafp4ba009992,24782.616523568562
wp1ab29p86la67431,12595.891913672096
1j4fa54167l113932,15520.508324778713
jn1ca31dxyt746403,959.4481899458806
5fnyf4h79bb008614,20251.908148640403
1ftzr15e81ta45128,1075.8097133071442
ys3ed49zx33002837,3544.56916708441
5yfbu4ee9dp185282,12067.684900121523
1n4al2ep5dc185430,13362.085579840297
5j6yh18305l010687,3133.6487827364817
kndjd733255467602,1379.225381301023
